pc_roads_lead2,pc_housing_lead2,exec_margin
90.95507507,36.56474754,0.057262063
42.51497494,29.77439392,-0.026079834
201.665931,15.29024477,0.084345818
38.23321092,19.27284695,-0.009578407
36.96839134,21.80157951,-0.048584074
NA,NA,0.123376608
28.02373688,3.068292359,0.064097524
160.5382095,0.066065107,-0.006549388
122.3415701,27.12069172,-0.033195019
52.17821019,13.69678018,0.089523613
25.93365376,0,0.121155858
55.8153349,17.38291857,-0.123841614
149.6222192,38.05238218,-0.061934114
53.99972677,24.88426715,0.05410552
83.76803491,1.063461381,-0.157422751
140.3183221,0,-0.022564948
103.3954924,0,-0.031134725
105.6466167,0,0.00294143
69.38351952,0,0.003538907
58.72169724,11.6850246,0.031053066
43.16971799,1.860361089,-0.071442544
59.65042137,19.28605749,-0.060646981
40.16282258,7.041714561,-0.139689952
89.60937588,0,0.089423716
158.876447,0,0.01710248
82.95375379,0,-0.091222137
74.83930466,0,-0.10243535
75.40942056,22.2431137,-0.052604377
115.2036615,5.061965168,-0.026437998
115.9236001,18.27116645,-0.059934229
74.31502499,18.51904478,0.168911219
49.535493,19.88651179,-0.172883481
NA,NA,-0.133152187
NA,NA,0.009516835
55.22757127,0,-0.066455692
76.99581935,0,-0.16814816
90.89328271,0,0.11968863
111.6456564,16.76816762,0.137892962
NA,NA,-0.027720749
38.0517404,15.0342001,-0.048211515
33.74834538,12.78368277,-0.011602461
NA,NA,0.102594316
110.7947742,0,0.141690016
59.74081522,10.844763,0.496669471
115.6063122,21.02294571,-0.005342841
90.04713533,22.80947125,-0.043751836
30.21699594,37.4375918,-0.130160362
66.14584618,0,0.049090922
30.1242754,0,0.010223567
78.07616998,0,-0.063183486
78.89342889,0,-0.093227088
70.41300725,5.405981174,-0.045181423
46.54517333,12.88696974,0.040287316
86.14991284,64.26933684,0.117315114
53.5596515,0,0.135879457
43.32029405,0.221681675,0.037425399
NA,NA,0.00504154
31.31497215,0,0.102159977
76.57034876,0,0.020922959
32.40798415,0,0.030026138
37.541557,0,0.066161633
59.97059491,25.05914144,0.010124326
58.54555867,0,0.025065958
92.25072878,7.995528017,-0.07281673
76.00014306,28.39752275,-0.009044826
NA,NA,-0.123339117
102.7970475,18.89138195,-0.043974191
92.17719374,49.83083337,0.089222729
165.8202642,57.23891168,-0.138805956
188.6778235,135.3051197,-0.097997218
142.1298303,95.7957737,0.122665524
141.0450332,46.64000686,0.058758914
212.8328581,9.042643987,0.004835963
40.51299279,80.5103303,0.102336705
18.92625235,60.59099682,0.069162488
74.94494363,41.24657591,-0.023062468
193.8911532,36.04251578,-0.050005406
NA,NA,-0.064121217
126.6368899,37.92527017,-0.138102353
96.2111271,15.11448485,-0.064445019
68.77556926,5.869069012,0.069588006
85.47009558,9.147757833,-0.062470943
83.39697968,115.2059641,0.067540348
111.9271985,86.12149824,-0.093088478
173.5751858,58.61065873,0.078257501
146.7770479,30.23926357,-0.043788016
207.6397905,6.367086621,-0.057481676
NA,NA,-0.068830878
77.78810364,0,-0.050833136
164.7507328,0,0.124167204
87.24668453,0,0.045408487
204.6196445,0,-0.067765415
108.1363683,1.612256822,-0.053675622
244.4556532,0,-0.088670313
172.9657243,7.039502379,0.094547808
191.9457574,73.19990937,-0.024542272
209.3780153,33.58637685,-0.003633082
238.3267034,7.912972936,0.036968946
NA,NA,-0.053862035
108.8565228,7.166103383,0.067667902
88.66412836,0,-0.028557748
210.423212,40.60461616,-0.028437376
224.9376269,55.27460723,0.032842755
136.0789417,20.15362296,0.01599896
240.1310726,10.02620114,-0.09929952
148.5570688,85.02050144,-0.110409021
79.84639208,0,0.022498071
132.2349755,30.34127251,-0.02880162
146.8400715,5.447906018,0.033197582
147.8805504,18.44244969,-0.017300934
122.5969264,37.14435739,-0.016442239
168.0524492,87.98078438,0.036849976
NA,NA,0.062152505
NA,NA,-0.048723072
NA,NA,-0.027213246
172.2189653,0,0.006904364
168.2545789,0,0.108190536
162.2283198,0,0.057760298
161.5693341,0,0.075492501
139.8166829,0,0.130657315
162.3288953,1.397330403,0.257175922
156.0056998,19.22330303,-0.103514552
